name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Coimbatore, IN",2022-05-25,35,24.8,29,40.6,24.8,32.1,23.8,76.2,2.2,100,50,rain,0,0,25.6,18.4,207.8,1009.4,47.1,5.3,297.8,25.5,10,60,2022-05-25T05:58:25,2022-05-25T18:39:51,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-05-26,34.1,24.2,28.1,42,24.2,30.6,24.1,80.7,2.3,100,62.5,rain,0,0,33.5,24.2,211.5,1009.9,51.3,5,297,25.6,10,60,2022-05-26T05:58:22,2022-05-26T18:40:07,0.93,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-05-27,33.2,24,27.1,39.7,24,28.9,22.8,78.7,2.8,100,45.83,rain,0,0,25.2,24.1,202.7,1009.8,60,5.6,283.8,24.5,9,60,2022-05-27T05:58:19,2022-05-27T18:40:23,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore, IN",2022-05-28,33,24,27.5,37,24,29,22.6,76.2,2.3,100,50,rain,0,0,25.9,26.8,210.7,1009.1,50.1,5.5,292.9,25.6,10,30,2022-05-28T05:58:17,2022-05-28T18:40:40,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-05-29,34,24.2,27.6,38.3,24.2,29.1,21.7,71.3,0.5,100,20.83,rain,0,0,27.4,22.3,227.1,1008.7,49.4,6.7,295.5,25.4,10,30,2022-05-29T05:58:16,2022-05-29T18:40:56,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore, IN",2022-05-30,33,24,27.9,37,24,29.5,21.9,71.8,2,100,41.67,rain,0,0,25.2,24.1,225.2,1008.1,44.9,5,297.1,25.8,10,30,2022-05-30T05:58:15,2022-05-30T18:41:12,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-05-31,33.1,24.9,27.9,36.2,24.9,29.7,22.1,71.9,1.3,100,33.33,rain,0,0,27.4,25.9,213.5,1007.7,73.8,4.8,161.5,13.9,6,10,2022-05-31T05:58:16,2022-05-31T18:41:29,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-06-01,33,23.8,27.8,37,23.8,29.2,21.5,70.4,1.9,100,29.17,rain,0,0,35.3,25.9,213.8,1007.6,51.9,5.1,285.8,24.7,9,30,2022-06-01T05:58:17,2022-06-01T18:41:46,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Toronto, ON",2021-06-01,22.6,14.2,17.7,22.6,14.2,17.7,8.1,54.2,0,0,0,,0,0,29.5,22.2,200.8,1022.1,10.8,102.8,189,16.5,10,,2021-06-01T05:38:52,2021-06-01T20:52:31,0.71,Clear,Clear conditions throughout the day.,clear-day,"CXVN,71432099999,71697099999,CYTZ,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-02,23.4,12.8,17.8,23.4,12.8,17.8,8.2,55.8,0,0,0,,0,0,,14.7,148.9,1019.6,3,161.3,192,16.5,9,,2021-06-02T05:38:23,2021-06-02T20:53:18,0.76,Clear,Clear conditions throughout the day.,clear-day,"CXVN,71697099999,CYTZ,71432099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-03,20.4,14.8,17.1,20.4,14.8,17.1,14.8,87.3,8.6,100,41.67,rain,0,0,,12.9,100.3,1012.3,5.6,245.3,88.4,7.6,6,,2021-06-03T05:37:57,2021-06-03T20:54:03,0.81,Rain,Clear conditions throughout the day with rain clearing later.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-04,24.2,14.9,18.9,24.2,14.9,18.9,15.1,79.7,0,0,0,,0,0,,16.4,228.8,1010.7,5.1,245.5,119.7,10.3,8,,2021-06-04T05:37:33,2021-06-04T20:54:47,0.86,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-05,30.2,17.6,23.5,29.3,17.6,23.3,13.5,56.2,0,0,0,,0,0,37.1,34.9,238,1010.1,2.2,247.4,196.5,16.8,9,,2021-06-05T05:37:10,2021-06-05T20:55:29,0.9,Clear,Clear conditions throughout the day.,wind,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-06,28.8,18.4,23.2,29.2,18.4,23.3,14.4,58.8,0,0,0,,0,0,33.5,25.8,222.3,1013.9,2,248.3,205,17.6,9,,2021-06-06T05:36:50,2021-06-06T20:56:10,0.94,Clear,Clear conditions throughout the day.,clear-day,"CXVN,71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-07,28.7,18,23.5,30.3,18,23.7,16.5,65,0,0,0,,0,0,33.5,27.6,215.1,1015.2,1.8,248.6,166.1,14.4,7,,2021-06-07T05:36:33,2021-06-07T20:56:49,0.97,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-08,25.3,19.8,21.9,25.3,19.8,21.9,19.4,86.1,4.84,100,25,rain,0,0,,9.3,201,1016.6,5.6,246.2,85.1,7.5,7,,2021-06-08T05:36:17,2021-06-08T20:57:26,0.99,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-09,27.5,20.2,24.1,29.7,20.2,24.3,18.8,74,0,0,0,,0,0,,14.8,165.9,1017.6,2.5,247.2,197.7,17,9,,2021-06-09T05:36:04,2021-06-09T20:58:02,1,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-10,23.3,18.9,21.2,23.3,18.9,21.2,8.5,44.6,0,0,0,,0,0,44.3,33.4,69.6,1017.9,1,249.2,206.9,17.9,9,,2021-06-10T05:35:52,2021-06-10T20:58:36,0,Clear,Clear conditions throughout the day.,wind,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-11,22.5,17.7,19.6,22.5,17.7,19.6,9.4,52.3,0,0,0,,0,0,38.9,33.3,68.8,1013.1,6.2,248.1,209.3,18,9,,2021-06-11T05:35:43,2021-06-11T20:59:08,0.01,Clear,Clear conditions throughout the day.,wind,"71432099999,71697099999,71508099999,CWWZ,71171099999,71833099999,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-12,24.4,18,20.9,24.4,18,20.9,10.2,51.6,0,0,0,,0,0,,16.5,92.5,1011.8,4.2,247.8,197.9,17.2,10,,2021-06-12T05:35:37,2021-06-12T20:59:38,0.02,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-13,25.9,17.4,22,25.9,17.4,22,13.2,58.6,3.07,100,16.67,rain,0,0,40.7,16.5,160.5,1010,7.8,247.3,179.8,15.3,8,,2021-06-13T05:35:32,2021-06-13T21:00:07,0.04,Rain,Clear conditions throughout the day with rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-14,21.5,16.9,18.7,21.5,16.9,18.7,12.9,69.5,2.86,100,20.83,rain,0,0,51.8,23.9,258.8,1008.6,7.5,246.8,96.2,8.1,8,,2021-06-14T05:35:30,2021-06-14T21:00:33,0.08,Rain,Clear conditions throughout the day with rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-15,22.2,16.5,19,22.2,16.5,19,7.2,49.6,0,0,0,,0,0,38.9,29.4,318.2,1011.6,4.3,247.9,220.2,19.2,10,,2021-06-15T05:35:29,2021-06-15T21:00:58,0.12,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-16,21.8,13.2,17.5,21.8,13.2,17.5,1.7,36.1,0,0,0,,0,0,40.7,25.6,260.3,1016.1,0,248.8,217.5,18.8,10,,2021-06-16T05:35:31,2021-06-16T21:01:20,0.16,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-17,23.3,11.9,18,23.3,11.9,18,5.9,46.2,0,0,0,,0,0,33.5,22.2,240.8,1015.5,0.4,248.5,209.3,18.1,10,,2021-06-17T05:35:35,2021-06-17T21:01:41,0.21,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-18,22.4,16.5,19.1,22.4,16.5,19.1,14.8,76.4,7.66,100,33.33,rain,0,0,40.7,24,194.5,1009.1,8.3,246.7,49.5,4.3,3,,2021-06-18T05:35:42,2021-06-18T21:02:00,0.27,Rain,Clear conditions throughout the day with rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-19,29.9,16.6,22.5,28.9,16.6,22.3,14.6,66.2,3.36,100,12.5,rain,0,0,66.6,25.7,246.2,1006.2,4.2,245.9,176.2,15.2,9,,2021-06-19T05:35:50,2021-06-19T21:02:16,0.32,Rain,Clear conditions throughout the day with early morning rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-20,24.9,15.5,20.3,24.9,15.5,20.3,14.3,69.6,0,0,0,,0,0,,22.1,134.8,1007,3.5,159.8,202.9,17.5,9,,2021-06-20T05:36:00,2021-06-20T21:02:30,0.38,Clear,Clear conditions throughout the day.,clear-day,"CXVN,71432099999,71697099999,CYTZ,71508099999,CWWZ,71171099999,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-21,27.3,14.2,21,27.9,14.2,21.1,16.1,74.9,5.14,100,25,rain,0,0,48.2,38.8,209.3,1000,7,244.2,170.5,14.8,9,,2021-06-21T05:36:13,2021-06-21T21:02:42,0.42,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-22,19,11.4,15,19,11.4,15,5.1,53.9,0,0,0,,0,0,53.6,27.8,283.3,1011.4,8.7,247.8,140.7,12,7,,2021-06-22T05:36:28,2021-06-22T21:02:53,0.46,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-23,22.5,10.9,16.8,22.5,10.9,16.8,7.8,56.5,0,0,0,,0,0,,22.1,206.1,1019.9,1.1,249.8,203.6,17.6,10,,2021-06-23T05:36:44,2021-06-23T21:03:00,0.49,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-24,26.3,16.6,21.2,26.3,16.6,21.2,12.3,58.3,0,0,0,,0,0,42.5,20.5,170,1021.2,6.5,250,211.1,18.1,9,,2021-06-24T05:37:03,2021-06-24T21:03:06,0.5,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-25,23.3,18.5,20.7,23.3,18.5,20.7,15.1,71.5,4.13,100,29.17,rain,0,0,41.6,18.3,133.8,1018.4,6.7,248.9,76.2,6.6,5,,2021-06-25T05:37:23,2021-06-25T21:03:10,0.51,Rain,Clear conditions throughout the day with rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-26,24.5,18,21.2,24.5,18,21.2,18.5,85.2,13.23,100,37.5,rain,0,0,48.2,20.5,214.2,1014.1,6.2,246,81.2,7,3,,2021-06-26T05:37:46,2021-06-26T21:03:11,0.53,Rain,Clear conditions throughout the day with rain clearing later.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-27,27,19.9,23.5,28.1,19.9,23.7,17.8,70.6,0,0,0,,0,0,40.7,24.1,233.3,1014.2,3.2,248.4,168.8,14.4,9,,2021-06-27T05:38:10,2021-06-27T21:03:10,0.55,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-28,31.1,21.3,25.6,32.3,21.3,26,19.2,69.7,0,0,0,,0,0,,23.9,237.5,1018.9,5.6,248.5,159.9,13.8,6,,2021-06-28T05:38:37,2021-06-28T21:03:07,0.59,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-29,28.7,20.1,23.5,32.1,20.1,23.9,20.9,86,22.75,100,25,rain,0,0,54.7,13.2,180.7,1020.3,4.7,248.3,157.4,13.6,8,,2021-06-29T05:39:05,2021-06-29T21:03:02,0.64,Rain,Clear conditions throughout the day with rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-06-30,27.6,20.7,23.6,28.4,20.7,23.8,18.7,75.8,0,0,0,,0,0,29.5,31.5,254.9,1015.2,4.5,246.6,105.9,9.2,5,,2021-06-30T05:39:35,2021-06-30T21:02:54,0.69,Clear,Clear conditions throughout the day.,wind,"CXVN,71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-01,24.7,18.9,21.3,24.7,18.9,21.3,16.2,73,0,0,0,,0,0,63,27.5,256.3,1011.9,7.6,247.7,170.6,14.5,8,,2021-07-01T05:40:06,2021-07-01T21:02:44,0.74,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-02,24.2,16.8,19.3,24.2,16.8,19.3,14.2,72.9,4.11,100,12.5,rain,0,0,35.3,25.8,255.2,1011.5,7.9,247.6,165.5,14.1,8,,2021-07-02T05:40:40,2021-07-02T21:02:32,0.78,Rain,Clear conditions throughout the day with rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-03,24,15.8,19.8,24,15.8,19.8,13.9,69.4,3,100,4.17,rain,0,0,,14.7,240,1010.8,5,247.5,150.2,13,9,,2021-07-03T05:41:15,2021-07-03T21:02:18,0.83,Rain,Clear conditions throughout the day with early morning rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-04,23.2,17.5,20.1,23.2,17.5,20.1,14.9,73.2,0,0,0,,0,0,31.3,25.6,98.2,1012.7,3.6,245.4,180.4,15.6,9,,2021-07-04T05:41:52,2021-07-04T21:02:01,0.88,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-05,27.3,18.6,23.1,28.9,18.6,23.4,17.5,70.9,0,0,0,,0,0,34.4,18.3,101.4,1013,8,219,191.1,16.5,8,,2021-07-05T05:42:30,2021-07-05T21:01:42,0.91,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-06,32.9,23.6,27.9,33.1,23.6,28.4,18.6,59.4,0,0,0,,0,0,42.5,27.6,268.3,1012.1,4.6,248,161.6,13.8,8,,2021-07-06T05:43:10,2021-07-06T21:01:21,0.95,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,CYTZ,71508099999,CWWZ,71171099999,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-07,25.9,17.4,20.2,25.9,17.4,20.2,16.1,77.9,6.23,100,20.83,rain,0,0,46.1,29.5,94,1014.7,9,211.6,104.5,9.1,4,,2021-07-07T05:43:51,2021-07-07T21:00:58,0.97,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"71432099999,71697099999,CYTZ,71508099999,CWWZ,71171099999,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-08,18.7,15.6,17.1,18.7,15.6,17.1,14.8,86.8,25.64,100,41.67,rain,0,0,31.3,27.6,80.1,1012.2,9.7,246.8,30.6,2.8,1,,2021-07-08T05:44:34,2021-07-08T21:00:32,0.99,Rain,Clear conditions throughout the day with rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-09,19.8,17.6,18.7,19.8,17.6,18.7,16.9,89.2,1.62,100,29.17,rain,0,0,,18.3,195.6,1012.9,9.9,245,83.5,7.2,3,,2021-07-09T05:45:18,2021-07-09T21:00:05,1,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-10,23.3,15.3,19.7,23.3,15.3,19.7,13,66.7,0,0,0,,0,0,,16.5,227.3,1017.9,1.6,249.3,199.9,17.3,9,,2021-07-10T05:46:04,2021-07-10T20:59:35,0,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-11,20.8,18.4,19.7,20.8,18.4,19.7,16.2,80.4,0.94,100,20.83,rain,0,0,38.9,22.3,65,1017.3,8.1,249.1,48.9,4,1,,2021-07-11T05:46:51,2021-07-11T20:59:03,0.01,Rain,Clear conditions throughout the day with rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-12,23.7,19.8,21.3,23.7,19.8,21.3,17.3,78.3,0,0,0,,0,0,37.1,25.8,65.8,1019.4,10.2,249.6,112.3,9.7,5,,2021-07-12T05:47:39,2021-07-12T20:58:28,0.03,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-13,26,20.4,22.7,26,20.4,22.7,20.2,86.2,4.57,100,12.5,rain,0,0,63,20.5,101.3,1017.7,7.2,248.4,159.1,13.7,9,,2021-07-13T05:48:29,2021-07-13T20:57:52,0.06,Rain,Clear conditions throughout the day with rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-14,27.8,20.9,23.5,29.5,20.9,23.6,19.8,80,0.84,100,8.33,rain,0,0,31.3,20.3,216.5,1017.9,6.8,219.4,145.6,12.7,9,,2021-07-14T05:49:19,2021-07-14T20:57:13,0.1,Rain,Clear conditions throughout the day with early morning rain.,rain,"71624099999,71432099999,71697099999,71508099999,CWWZ,71171099999,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-15,27,20.7,23.8,28.6,20.7,24.1,20.2,80.6,7.27,100,12.5,rain,0,0,41.6,31.6,194.8,1014.8,6.2,247.1,110.5,9.8,5,,2021-07-15T05:50:11,2021-07-15T20:56:33,0.14,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"CXVN,71432099999,71697099999,CYTZ,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-16,23.5,18.8,21.2,23.5,18.8,21.2,16.5,75.2,3.29,100,4.17,rain,0,0,,16.4,211.3,1016.9,6.1,248.9,122.6,10.6,5,,2021-07-16T05:51:04,2021-07-16T20:55:50,0.2,Rain,Clear conditions throughout the day with early morning rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-17,21.5,19.1,20.4,21.5,19.1,20.4,16.3,78,2.98,100,41.67,rain,0,0,55.4,24.3,74.4,1018.2,11.9,249.4,47.8,4,2,,2021-07-17T05:51:57,2021-07-17T20:55:05,0.25,Rain,Clear conditions throughout the day with rain.,rain,"CXVN,71697099999,71432099999,CYTZ,71508099999,CWWZ,71171099999,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-18,28.8,18.8,23.3,28.5,18.8,23.3,16.5,67.8,1.23,100,8.33,rain,0,0,,23.8,251.4,1018.7,4.9,249.4,125.5,10.7,7,,2021-07-18T05:52:52,2021-07-18T20:54:18,0.31,Rain,Clear conditions throughout the day with early morning rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-19,29.7,20.9,25.2,30.5,20.9,25.6,17.6,63.5,0,0,0,,0,0,,16.6,298.7,1017,0.8,272,135.9,11.7,5,,2021-07-19T05:53:48,2021-07-19T20:53:30,0.37,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,71171099999,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-20,30,19.8,23.1,30.8,19.8,23.2,18.1,74.8,0.21,100,8.33,rain,0,0,48.9,25.2,236.6,1013.4,6.7,177.3,140.3,12,6,,2021-07-20T05:54:45,2021-07-20T20:52:39,0.41,Rain,Clear conditions throughout the day with rain.,rain,"CXVN,71432099999,71697099999,71508099999,CWWZ,71171099999,CYYZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-21,25.2,16.5,21,25.2,16.5,21,11.5,57,0,0,0,,0,0,40.7,25,286.2,1016.6,3.4,220.3,191.8,16.6,9,,2021-07-21T05:55:42,2021-07-21T20:51:46,0.45,Clear,Clear conditions throughout the day.,clear-day,"CXVN,71432099999,71697099999,71508099999,CWWZ,71171099999,CYYZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-22,24.9,16.1,21.1,24.9,16.1,21.1,10.7,52.8,0,0,0,,0,0,33.5,18.2,294,1021.1,5.1,250,121.5,10.4,7,,2021-07-22T05:56:41,2021-07-22T20:50:51,0.48,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-23,24.9,16,21.3,24.9,16,21.3,11.7,55.5,0,0,0,,0,0,,16.4,214.2,1021.5,0,250.1,198.9,17.1,9,,2021-07-23T05:57:40,2021-07-23T20:49:55,0.5,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-24,23.3,17.8,21,23.3,17.8,21,17.6,81,3.48,100,25,rain,0,0,42.5,16.7,143.5,1014.7,5,248.3,62.8,5.6,3,,2021-07-24T05:58:39,2021-07-24T20:48:56,0.5,Rain,Clear conditions throughout the day with rain.,rain,"71432099999,71697099999,71508099999,CWWZ,71171099999,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-25,29.4,18.3,23.7,29.9,18.3,23.8,17.8,73.4,15.71,100,12.5,rain,0,0,46.3,23.8,243.7,1009.8,5.1,246.5,179,15.4,8,,2021-07-25T05:59:40,2021-07-25T20:47:56,0.52,Rain,Clear conditions throughout the day with early morning rain.,rain,"CXVN,71432099999,71697099999,CYTZ,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-26,28.1,19,24.3,28.9,19,24.5,15.6,59,0,0,0,,0,0,,16.6,235.5,1012.9,2.6,246.8,181.8,15.8,8,,2021-07-26T06:00:41,2021-07-26T20:46:54,0.54,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-27,23.9,18.8,21.1,23.9,18.8,21.1,17.6,80.6,8.44,100,25,rain,0,0,46.3,18.5,192.1,1014.3,5.7,247.7,76.8,6.6,5,,2021-07-27T06:01:43,2021-07-27T20:45:50,0.57,Rain,Clear conditions throughout the day with rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-28,22.8,18.9,20.9,22.8,18.9,20.9,16.3,75.7,0,0,0,,0,0,31.3,20.4,102.6,1017.5,6,248.9,175.4,15.2,8,,2021-07-28T06:02:45,2021-07-28T20:44:45,0.61,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-29,24.4,19.4,21.5,24.4,19.4,21.5,18,80.8,12.02,100,29.17,rain,0,0,40.7,18.3,136.3,1009.8,7.2,246.3,85.4,7.3,6,,2021-07-29T06:03:48,2021-07-29T20:43:37,0.66,Rain,Clear conditions throughout the day with rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-30,20.5,15.9,18.5,20.5,15.9,18.5,11,62.8,0,0,0,,0,0,44.3,31.5,311.3,1014.8,3.6,248.6,209.9,18.3,10,,2021-07-30T06:04:51,2021-07-30T20:42:28,0.7,Clear,Clear conditions throughout the day.,wind,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-07-31,20.4,13.3,17.5,20.4,13.3,17.5,10.7,65,0.05,100,4.17,rain,0,0,35.3,22.2,237,1015.4,4,248.6,170.4,14.5,8,,2021-07-31T06:05:55,2021-07-31T20:41:18,0.75,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-08-01,21.1,16.8,18.9,21.1,16.8,18.9,14.3,74.7,0.29,100,12.5,rain,0,0,37.1,18.3,264,1010.8,10.7,247.7,74.3,6.4,5,,2021-08-01T06:06:59,2021-08-01T20:40:06,0.8,Rain,Clear conditions throughout the day with rain.,rain,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-08-02,23,15.1,19.5,23,15.1,19.5,11.2,60.8,0,0,0,,0,0,31.3,18.4,258.4,1017.4,3,249.1,185.3,15.8,8,,2021-08-02T06:08:04,2021-08-02T20:38:52,0.84,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-08-03,25.7,14.2,20.8,25.7,14.2,20.8,13.8,65.2,0,0,0,,0,0,,18.2,225.6,1018.4,2,249.4,170.4,14.5,8,,2021-08-03T06:09:08,2021-08-03T20:37:36,0.89,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,CXTO,71265099999,F0888"
"Toronto, ON",2021-08-04,26.6,16.9,22,26.6,16.9,22,13.3,59.9,0,0,0,,0,0,,13,197.3,1019.6,0,249.6,179.1,15.5,9,,2021-08-04T06:10:14,2021-08-04T20:36:20,0.93,Clear,Clear conditions throughout the day.,clear-day,"71432099999,71697099999,71508099999,CWWZ,71171099999,CXTO,71265099999,F0888"
